TDOI,ID,English,Finnish,"Upper LTK group","LTK group name"
00303,R06AE07,cetirizine,Setiritsiini,R1CA,Väsyttämättömät antihistamiinit
00304,D1F,N/A,"Pehmentävät ja suojaavat valmisteet, haavojen ja palovammojen hoito",D1,Ihotautien lääkkeet
00305,H1,N/A,Hormonit (paitsi insuliinit) ja ehkäisy,N/A JSON API,N/A JSON API
00306,J05AR03,tenofovir disoproxil and emtricitabine,Tenofoviiridisoproksiili ja emtrisitabiini,J1DCD,HIV-lääkkeiden yhdistelmät
00307,H01CB03,lanreotide,Lanreotidi,H1ACC,Somatostatiinin analogit
00308,N2CB,N/A,Bentsodiatsepiinien kaltaiset unilääkkeet,N2C,Unilääkkeet
00309,S01GX06,emedastine,Emedastiini,S1FB,Allergialääkkeet
00310,M03AC09,rocuronium bromide,Rokuroniumbromidi,M3AA,Anestesian yhteydessä käytettävät lihasrelaksantit
00311,L01AX03,temozolomide,Temotsolomidi,L1AA,Alkyloivat aineet
00312,V10B,PAIN PALLIATION (BONE SEEKING AGENTS),Kipua lievittävät (luustoon hakeutuvat) valmisteet,V6B,Terapeuttiset radioaktiiviset lääkevalmisteet
00313,R03BA02,budesonide,Budesonidi,R1AE,Glukokortikoidit (ICS)
00314,D09AB01,zinc bandage without supplements,Sinkkiside ilman muita lääkeaineita,D1J,Lääkesiteet
00315,L03AB05,interferon alfa-2b,Interferonialfa-2b,L1CB,Interferonit
00316,M01AE51,"ibuprofen, combinations","Ibuprofeeni, yhdistelmävalmisteet",M1A,Tulehduskipulääkkeet
00317,M3A,N/A,Perifeeriset lihasrelaksantit,M3,Lihasrelaksantit
00318,J07CA02,diphtheria-pertussis-poliomyelitis-tetanus,"Kurkkumätä-, hinkuyskä-, polio-, jäykkäkouristusrokote",J2BC,Rokotteiden yhdistelmävalmisteet
00319,404,,,,
00320,C1R,N/A,Peräpukamien ja peräaukon haavaumien hoito,A1,Ruoansulatuskanavan lääkkeet
00321,N06AA12,doxepin,Doksepiini,N2DA,Tri- ja tetrasykliset masennuslääkkeet
00322,V09I,TUMOUR DETECTION,Kasvainten diagnosointi,V6A,Diagnostiset radioaktiiviset lääkevalmisteet
00323,C09DB01,valsartan and amlodipine,Valsartaani ja amlodipiini,C1KB,AT-reseptorin salpaaja ja kalsiumkanavan salpaaja
00324,N06AX17,milnacipran,Milnasipraani,N2DF,Serotoniinin ja noradrenaliinin takaisinoton estäjät (SNRI)
00325,R03DX05,omalizumab,Omalitsumabi,D1HD,Muut ihotautilääkkeet
00326,404,,,,
00327,R05CB01,acetylcysteine,Asetyylikysteiini,R1EB,Limaa irrottavat
00328,H03BB01,carbimazole,Karbimatsoli,H1DB,Tyreostaatit
00329,404,,,,
00330,C09BA06,quinapril and diuretics,Kinapriili ja diureetit,C1HA,ACE:n estäjä ja diureetti
00331,J01DB05,cefadroxil,Kefadroksiili,J1ACA,Ensimmäisen polven kefalosporiinit
00332,N04BC09,rotigotine,Rotigotiini,N2FB,Dopaminergiset lääkkeet
00333,B02BD02,coagulation factor VIII,Hyytymistekijä VIII,B1BE,Veren hyytymistekijät ja muut systeemisesti käytettävät hemostaatit
00334,D07AC01,betamethasone,Beetametasoni,D1AC,Vahvat (ryhmä III)
00335,L03AA13,pegfilgrastim,Pegfilgrastiimi,L1CA,Kasvutekijät
00336,N03AE01,clonazepam,Klonatsepaami,N2EB,Bentsodiatsepiinit
00337,404,,,,
00338,N1A,N/A,Anestesia-aineet,N1,Anestesia-aineet ja puudutteet
00339,404,,,,
00340,J1DCA,N/A,Proteaasin estäjät,J1DC,HIV-lääkkeet
00341,D1AEC,N/A,Vahvojen kortikosteroidien yhdistelmät,D1AE,Kortikosteroidien ja antiseptien/antibioottien yhdistelmät
00342,A08AB01,orlistat,Orlistaatti,A1F,Lihavuuslääkkeet
00343,V03AF07,rasburicase,Rasburikaasi,V2E,Sytostaattihoidon haittoja vähentävät lääkkeet
00344,G03AA12,drospirenone and ethinylestradiol,Drospirenoni ja etinyyliestradioli,G2AAA,Progestageenin ja estrogeenin kiinteät yhdistelmät
00345,N05CH01,melatonin,Melatoniini,N2CC,Muut unilääkkeet
00346,C1BB,N/A,Ryhmä 1B,C1B,Rytmihäiriölääkkeet
00347,J1C,N/A,Mykobakteerilääkkeet,N/A JSON API,N/A JSON API
00348,L01AD02,lomustine,Lomustiini,L1AA,Alkyloivat aineet
00349,R1CB,N/A,Muut antihistamiinit,R1C,Antihistamiinit
00350,C05BA01,organo-heparinoid,Organoheparinoidit,B1AFA,Hepariinit
00351,J01GB06,amikacin,Amikasiini,J1AG,Aminoglykosidit
00352,L04AB06,golimumab,Golimumabi,L1DB,TNF-alfan estäjät
00353,A02BD07,"lansoprazole, amoxicillin and clarithromycin","Lansopratsoli, amoksisilliini ja klaritromysiini",A1AE,Helikobakteerin häätöön tarkoitetut yhdistelmävalmisteet
00354,G04BE01,alprostadil,Alprostadiili,G1DB,Erektiohäiriöiden hoitoon tarkoitetut lääkkeet
00355,C1BF,N/A,Ryhmä 4 (kalsiumkanavan salpaajat),C1B,Rytmihäiriölääkkeet
00356,A02BD02,"lansoprazole, tetracycline and metronidazole",Try again,,
00357,J07CA06,diphtheria-haemophilus influenzae B-pertussis-poliomyelitis-tetanus,"Kurkkumätä-, Haemophilus influenzae tyyppi b -, hinkuyskä-, polio-, jäykkäkouristusrokote",J2BC,Rokotteiden yhdistelmävalmisteet
00358,S1FA,N/A,Sympatomimeetit,S1F,Silmien punoitusta ja allergiaoireita vähentävät lääkkeet
00359,J05AE09,tipranavir,Tipranaviiri,J1DCA,Proteaasin estäjät
00360,J01XA02,teicoplanin,Teikoplaniini,J1AK,Peptidoglykaanit
00361,J05AX07,enfuvirtide,Enfuvirtidi,J1DD,Muut HIV-lääkkeet
00362,A1JC,N/A,Muut aineenvaihduntasairauksien lääkkeet,A1J,"Aminohapot, entsyymit ja muut aineenvaihduntasairauksien lääkkeet"
00363,404,,,,
00364,A1DE,N/A,Suolistossa vaikuttavat opioidiantagonistit,A1D,Ulostuslääkkeet
00365,G03CA04,estriol,Estrioli,G2AD,Estrogeenit ja estrogeenireseptorin muuntelijat
00366,V03AF08,palifermin,Palifermiini,V2E,Sytostaattihoidon haittoja vähentävät lääkkeet
00367,404,,,,
00368,D05AX02,calcipotriol,Kalsipotrioli,D1E,Psoriaasilääkkeet
00369,P01AB01,metronidazole,Metronidatsoli,P1AA,Amebiaasilääkkeet
00370,M01CB01,sodium aurothiomalate,Natriumaurotiomalaatti,L2AA,Kulta
00371,J2BAH,N/A,Lavantauti,J2BA,Bakteerirokotteet
00372,A02BA53,"famotidine, combinations","Famotidiini, yhdistelmävalmisteet",A1AB,H2-reseptorisalpaajat
00373,B02BD07,coagulation factor XIII,Hyytymistekijä XIII,B1BE,Veren hyytymistekijät ja muut systeemisesti käytettävät hemostaatit
00374,N1AAA,N/A,Halogenoidut hiilivedyt,N1AA,Yleisanesteetit
00375,N2BA,N/A,Bentsodiatsepiinit,N2B,Rauhoittavat lääkkeet
00376,J07BD52,"measles, combinations with mumps and rubella, live attenuated","Tuhkarokko-sikotauti-vihurirokkorokote, elävä heikennetty virus",J2BBD,Tuhkarokko
00377,A2AB,N/A,Pitkävaikutteiset,A2A,Insuliinit
00378,404,,,,
00379,V6A,N/A,Diagnostiset radioaktiiviset lääkevalmisteet,V6,Radioaktiiviset lääkevalmisteet
00380,404,,,,
00381,404,,,,
00382,R01BA01,phenylpropanolamine,Fenyylipropanoliamiini,R1DE,Systeemisesti käytettävät nenän tukkoisuutta vähentävät lääkkeet
00383,D11AX10,finasteride,Finasteridi,D1HD,Muut ihotautilääkkeet
00384,D01AE15,terbinafine,Terbinafiini,D1BA,Paikalliset sienilääkkeet
00385,V5C,N/A,MRI-kuvausaineet,V5,Varjoaineet
00386,N03AX17,stiripentol,Stiripentoli,N2EE,Muut epilepsialääkkeet
00387,J01AA07,tetracycline,Tetrasykliini,J1AA,Tetrasykliinit
00388,G04BD11,fesoterodine,Fesoterodiini,G1DA,Virtsatiespasmolyytit (inkontinenssin ja tiheävirtsaisuuden hoito)
00389,D01AE16,amorolfine,Amorolfiini,D1BA,Paikalliset sienilääkkeet
00390,N05AA02,levomepromazine,Levomepromatsiini,N2AAA,Fentiatsiinit
00391,D07AB01,clobetasone,Klobetasoni,D1AB,Keskivahvat (ryhmä II)
00392,R01AX10,various,Natriumkloridi,R1DD,Muut nenään paikallisesti käytettävät aineet
00393,N03AX15,zonisamide,Tsonisamidi,N2EE,Muut epilepsialääkkeet
00394,A02BB01,misoprostol,Misoprostoli,A1AC,Prostaglandiinianalogit
00395,J01CF02,cloxacillin,Kloksasilliini,J1ABC,Beetalaktamaasiresistentit penisilliinit
00396,A02AA04,magnesium hydroxide,Magnesiumhydroksidi,A1AA,Antasidit
00397,G03GA08,choriogonadotropin alfa,Koriongonadotropiini alfa,G2AG,Ovulaation stimuloijat
00398,N07AA03,distigmine,Distigmiini,N2L,Parasympatomimeetit
00399,R05CB06,ambroxol,Ambroksoli,R1EB,Limaa irrottavat
00400,N03AX18,lacosamide,Lakosamidi,N2EE,Muut epilepsialääkkeet
00401,A07DA03,loperamide,Loperamidi,A1ED,Suolen motiliteettia vähentävät lääkkeet  (opioidijohdokset)
00402,C09XA02,aliskiren,Aliskireeni,C1L,Reniininestäjät
00403,L02BX02,degarelix,Degareliksi,L1BBC,Muut hormoniantagonistit
00404,A01AB11,various,Jodi,A1GB,"Suun paikallishoito, mikrobilääkkeet"
00405,404,,,,
00406,S02CA02,flumetasone and antiinfectives,Flumetasoni ja mikrobilääkkeet,S2,Korvatautien lääkkeet
00407,V03AB27,4-dimethylaminophenol,4-dimetyyliaminofenoli,V2A,Myrkytysten antidootit
00408,L1DE,N/A,S1P-reseptorin modulaattorit,L1D,Immunosuppressantit
00409,V04CX,Other diagnostic agents,Muut diagnostiset aineet,V3,Diagnostiset aineet
00410,J01EE02,sulfadiazine and trimethoprim,Sulfadiatsiini ja trimetopriimi,J1ADA,Sulfonamidin ja trimetopriimin yhdistelmät
00411,J01XX08,linezolid,Linetsolidi,J1AL,Muut bakteerilääkkeet
00412,404,,,,
00413,N06AB06,sertraline,Sertraliini,N2DB,Selektiiviset serotoniinin takaisinoton estäjät (SSRI)
00414,L01DB06,idarubicin,Idarubisiini,L1AD,Sytotoksiset antibiootit
00415,N01AX14,esketamine,Esketamiini,N1AAD,Muut yleisanesteetit
00416,S01FA01,atropine,Atropiini,S1EA,Antikolinergit
00417,J06BA02,"immunoglobulins, normal human, for intravascular adm.","Immunoglobuliini, iv",J2A,Immunoseerumit ja immunoglobuliinit
00418,R06AX27,desloratadine,Desloratadiini,R1CA,Väsyttämättömät antihistamiinit
00419,B1AA,N/A,K-vitamiiniantagonistit,B1AF,Antikoagulantit
00420,M2C,N/A,Muut luukudokseen vaikuttavat lääkkeet,M2,Luukudokseen vaikuttavat lääkkeet
00421,A10BH03,saxagliptin,Saksagliptiini,A2BE,DPP-4:n estäjät (gliptiinit)
00422,404,,,,
00423,G2AFB,N/A,Sekventiaalivalmisteet,G2AF,Progestageenien ja estrogeenien yhdistelmävalmisteet
00424,C09CA07,telmisartan,Telmisartaani,C1J,AT-reseptorin salpaajat
00425,D07CA01,hydrocortisone and antibiotics,Hydrokortisoni ja antibiootit,D1AEA,Mietojen kortikosteroidien yhdistelmät
00426,G02CB01,bromocriptine,Bromokriptiini,G1CB,Prolaktiininestäjät
00427,B1B,N/A,Hyytymistä edistävät lääkkeet,B1,Veren hyytymiseen vaikuttavat lääkkeet ja anemialääkkeet
00428,R05CB13,dornase alfa (desoxyribonuclease),Dornaasialfa (desoksyribonukleaasi),R1L,Kystisen fibroosin lääkkeet
00429,A10BD08,metformin and vildagliptin,Metformiini ja vildagliptiini,A2BB,Oraalisten diabeteslääkkeiden yhdistelmävalmisteet
00430,L02BA01,tamoxifen,Tamoksifeeni,L1BBA,Antiestrogeenit
00431,H1F,N/A,Kalsiumtasapainoa säätelevät lääkkeet,H1,Hormonit (paitsi insuliinit) ja ehkäisy
00432,V08CA05,mangafodipir,Mangafodipiiri,V5C,MRI-kuvausaineet
00433,J05AR04,"zidovudine, lamivudine and abacavir","Tsidovudiini, lamivudiini ja abakaviiri",J1DCD,HIV-lääkkeiden yhdistelmät
00434,R03AK07,formoterol and budesonide,Formoteroli ja budesonidi,R1AD,Pitkävaikutteinen beeta-2-agonisti ja glukokortikoidi
00435,B1BB,N/A,K-vitamiini (fytomenadioni),A3A,Vitamiinit
00436,J07AP01,"typhoid, oral, live attenuated","Oraalinen lavantautirokote, elävä heikennetty",J2BAH,Lavantauti
00437,N03AG04,vigabatrin,Vigabatriini,N2ED,Rasvahappojohdokset
00438,N2,N/A,"Keskushermoston lääkkeet (mm. psyyken, epilepsian, Parkinsonin ja Alzheimerin taudin lääkkeet)",N/A JSON API,N/A JSON API
00439,N1AAB,N/A,Barbituraatit,N1AA,Yleisanesteetit
00440,L01AA03,melphalan,Melfalaani,L1AA,Alkyloivat aineet
00441,R1E,N/A,Yskänlääkkeet,R1,"Hengitysteiden lääkkeet  (astma/COPD, antihistamiinit, yskänlääkkeet)"
00442,B01AC04,clopidogrel,Klopidogreeli,B1ABD,ADP-reseptorin salpaajat
00443,N02AX02,tramadol,Tramadoli,N3BA,"Heikot opioidit, osittaiset agonistit"
00444,N3BB,N/A,Vahvat opioidit,N3B,Opioidit
00445,G2AC,N/A,Androgeenit,G2A,Sukupuolihormonit ja sukuelimiin vaikuttavat aineet
00446,C01BA01,quinidine,Kinidiini,C1BA,Ryhmä 1A
00447,N02CC03,zolmitriptan,Tsolmitriptaani,N3CA,Triptaanit (5-HT1-reseptoriagonistit)
00448,A1D,N/A,Ulostuslääkkeet,A1,Ruoansulatuskanavan lääkkeet
00449,S01BA04,prednisolone,Prednisoloni,S1CA,Kortikosteroidit
00450,N01BB03,mepivacaine,Mepivakaiini,N1B,Paikallispuudutteet
00451,L1AEA,N/A,Platinayhdisteet,L1A,Syöpälääkkeet
00452,J01DC04,cefaclor,Kefaklori,J1ACB,Toisen polven kefalosporiinit
00453,V03AB23,acetylcysteine,Asetyylikysteiini,V2A,Myrkytysten antidootit
00454,V03AF04,calcium levofolinate,Kalsiumlevofolinaatti,V2E,Sytostaattihoidon haittoja vähentävät lääkkeet
00455,404,,,,
00456,V03AC03,deferasirox,Deferasiroksi,V2B,Rautaa kelatoivat aineet
00457,D05AX52,"calcipotriol, combinations",Kalsipotriolin ja steroidin yhdistelmävalmisteet,D1E,Psoriaasilääkkeet
00458,A1J,N/A,"Aminohapot, entsyymit ja muut aineenvaihduntasairauksien lääkkeet",N/A JSON API,N/A JSON API
00459,C01CA01,etilefrine,Etilefriini,C1AB,Inotrooppiset lääkkeet
00460,L1CC,N/A,Interleukiinit,L1C,Immunostimulantit
00461,A07DA53,"loperamide, combinations","Loperamidi, yhdistelmävalmisteet",A1ED,Suolen motiliteettia vähentävät lääkkeet  (opioidijohdokset)
00462,B01AC06,acetylsalicylic acid,Asetyylisalisyylihappo,B1ABB,Asetyylisalisyylihappo ja sen yhdistelmät
00463,N06AX03,mianserin,Mianseriini,N2DD,Muut masennuslääkkeet
00464,C10AB05,fenofibrate,Fenofibraatti,C1PB,Fibraatit
00465,A1DC,N/A,Osmoottiset ulostuslääkkeet,A1D,Ulostuslääkkeet
00466,N06AG02,moclobemide,Moklobemidi,N2DC,Selektiiviset MAO:n estäjät
00467,A1DA,N/A,Suolta stimuloivat ulostuslääkkeet,A1D,Ulostuslääkkeet
00468,J05AH02,oseltamivir,Oseltamiviiri,J1DB,Influenssaviruslääkkeet
00469,S01JA01,fluorescein,Fluoreseiini,S1H,Diagnostiset aineet
00470,M05BA03,pamidronic acid,Pamidronaatti,M2A,Bisfosfonaatit
00471,A10AE02,insulin (beef),Naudaninsuliini,A2AD,Ylipitkävaikutteiset
00472,L1AC,N/A,Kasvialkaloidit ja muut luonnontuotteet,L1A,Syöpälääkkeet
00473,G02BA03,plastic IUD with progestogen,Progesteronia sisältävä muovikierukka,G2AB,Paikallisesti käytettävät ehkäisimet
00474,R01AA05,oxymetazoline,Oksimetatsoliini,R1DA,"Sympatomimeetit, myös yhdistelmät"
00475,D10AF01,clindamycin,Klindamysiini,D1CAA,Mikrobilääkkeet
00476,N01BA05,benzocaine,Bentsokaiini,N1B,Paikallispuudutteet
00477,C08CA02,felodipine,Felodipiini,C1FA,Pääasiassa verisuonistoon vaikuttavat kalsiumkanavan salpaajat
00478,H1FA,N/A,Lisäkilpirauhasen hormonit ja analogit,H1F,Kalsiumtasapainoa säätelevät lääkkeet
00479,D10AX03,azelaic acid,Atselaiinihappo,D1CAB,Muut kuin mikrobilääkkeet
00480,J07BC20,combinations,Hepatiitti A ja B,J2BBC,Hepatiitti
00481,404,,,,
00482,B03XA02,darbepoetin alfa,Darbepoetiini alfa,B1CC,Muut anemialääkkeet
00483,M01AB55,"diclofenac, combinations","Diklofenaakki, yhdistelmävalmisteet",M1A,Tulehduskipulääkkeet
00484,404,,,,
00485,V08CA11,gadofosveset,Gadofosveseetti,V5C,MRI-kuvausaineet
00486,D1,N/A,Ihotautien lääkkeet,N/A JSON API,N/A JSON API
00487,N07BB04,naltrexone,Naltreksoni,N2JB,Alkoholiriippuvuuden hoito
00488,N2JC,N/A,Opioidiriippuvuuden hoito,N2J,Riippuvuuden hoitoon tarkoitetut lääkkeet
00489,A11GA01,ascorbic acid (vit C),Askorbiinihappo (C-vitamiini),A3AC,C-vitamiinit
00490,G1CA,N/A,Kohtua supistavat tai relaksoivat lääkeaineet,G1,Gynekologiset lääkkeet
00491,J04AC01,isoniazid,Isoniatsidi,J1CA,Tuberkuloosilääkkeet
00492,V03AF01,mesna,Mesna,V2E,Sytostaattihoidon haittoja vähentävät lääkkeet
00493,N01AH06,remifentanil,Remifentaniili,N1AAC,Opioidianesteetit
00494,A11CC05,colecalciferol,Kolekalsiferoli (D3-vitamiini),A3AA,D-vitamiinit
00495,V08AB03,ioxaglic acid,Joksagliinihappo,V5A,Jodia sisältävät varjoaineet
00496,H01AC03,mecasermin,Mekasermiini,H1AA,Aivolisäkkeen etulohkon hormonit
00497,A10AB06,insulin glulisine,Glulisinsuliini,A2AA,Pikavaikutteiset
00498,C09BA15,zofenopril and diuretics,Tsofenopriili ja diureetit,C1HA,ACE:n estäjä ja diureetti
00499,D06BB11,docosanol,Try again,,
00500,J1AE,N/A,Makrolidit,J1A,Bakteerilääkkeet
00501,S1DA,N/A,Sympatomimeetit,S1D,Glaukoomalääkkeet
00502,B01AC16,eptifibatide,Eptifibatidi,B1ABC,Glykoproteiini IIb/IIIa -estäjät
00503,J01CE02,phenoxymethylpenicillin,Fenoksimetyylipenisilliini,J1ABB,Beetalaktamaasiherkät penisilliinit
00504,G03GA06,follitropin beta,Follitropiini beeta,G2AG,Ovulaation stimuloijat
00505,N2DC,N/A,Selektiiviset MAO:n estäjät,N2D,Masennuslääkkeet
00506,H02BX01,"methylprednisolone, combinations","Metyyliprednisoloni, yhdistelmävalmisteet",H1CB,"Glukokortikoidit, myös yhdistelmävalmisteet"
00507,C01CA24,epinephrine,Adrenaliini,C1AB,Inotrooppiset lääkkeet
00508,C1A,N/A,"Sydänlääkkeet (mm. digitalis, inotroopit, nitraatit)",C1,Sydän- ja verenkiertoelimistön lääkkeet
00509,J07BA02,"encephalitis, Japanese, inactivated, whole virus",Inaktivoitu Japanin aivotulehdus -rokote (koko virus),J2BBA,Enkefaliitti
00510,M01AG02,tolfenamic acid,Tolfenaamihappo,M1A,Tulehduskipulääkkeet
00511,J1ACA,N/A,Ensimmäisen polven kefalosporiinit,J1AC,Muut beetalaktaamirakenteiset bakteerilääkkeet
00512,G03AA11,norgestimate and ethinylestradiol,Norgestimaatti ja etinyyliestradioli,G2AAA,Progestageenin ja estrogeenin kiinteät yhdistelmät
00513,B01AC22,prasugrel,Prasugreeli,B1ABD,ADP-reseptorin salpaajat
00514,J1ACD,N/A,Neljännen polven kefalosporiinit,J1AC,Muut beetalaktaamirakenteiset bakteerilääkkeet
00515,V5B,N/A,Jodittomat varjoaineet,V5,Varjoaineet
00516,A10BX01,guar gum,500,Check manually,
00517,D10AE01,benzoyl peroxide,Bentsoyyliperoksidi,D1CAB,Muut kuin mikrobilääkkeet
00518,A16AX06,miglustat,Miglustaatti,A1JC,Muut aineenvaihduntasairauksien lääkkeet
00519,D05BB02,acitretin,Asitretiini,D1E,Psoriaasilääkkeet
00520,N1B,N/A,Paikallispuudutteet,N1,Anestesia-aineet ja puudutteet
00521,N2AA,N/A,Perinteiset psykoosilääkkeet,N2A,Psykoosilääkkeet
00522,A01AB22,doxycycline,500,Check manually,
00523,404,,,,
00524,H1AC,N/A,Hypotalamuksen hormonit,H1A,Aivolisäkkeen ja hypotalamuksen hormonit
00525,R03BC03,nedocromil,Nedokromiili,R1AG,Kromonit
00526,N01AB07,desflurane,Desfluraani,N1AAA,Halogenoidut hiilivedyt
00527,B05XA01,potassium chloride,Kaliumkloridi,B2DA,Elektrolyyttiliuokset ja aminohapot
00528,L02BG06,exemestane,Eksemestaani,L1BC,Aromataasin estäjät
00529,N2A,N/A,Psykoosilääkkeet,N2,"Keskushermoston lääkkeet (mm. psyyken, epilepsian, Parkinsonin ja Alzheimerin taudin lääkkeet)"
00530,R1CA,N/A,Väsyttämättömät antihistamiinit,R1C,Antihistamiinit
00531,C08DB01,diltiazem,Diltiatseemi,C1FB,Pääasiassa sydämeen vaikuttavat kalsiumkanavan salpaajat
00532,G04BX01,magnesium hydroxide,Magnesiumhydroksidi,G1DF,Muut virtsaelinten sairauksien lääkkeet
00533,C09BA02,enalapril and diuretics,Enalapriili ja diureetit,C1HA,ACE:n estäjä ja diureetti
00534,A10AB01,insulin (human),Ihmisinsuliini,A2AE,Lyhytvaikutteiset
00535,L01CD01,paclitaxel,Paklitakseli,L1AC,Kasvialkaloidit ja muut luonnontuotteet
00536,R03DA05,aminophylline,Aminofylliini,R1BC,Ksantiinijohdokset
00537,N04BA02,levodopa and decarboxylase inhibitor,Levodopa ja dekarboksylaasin estäjä,N2FB,Dopaminergiset lääkkeet
00538,D06AX04,neomycin,Neomysiini,D1DA,"Paikalliset antibiootit, kemoterapia"
00539,J2BAB,N/A,Haemophilus influenzae b,J2BA,Bakteerirokotteet
00540,A2BD,N/A,Glitatsonit (insuliininherkistäjät),A2B,Muut diabeteslääkkeet kuin insuliinit
00541,J01GB03,gentamicin,Gentamisiini,J1AG,Aminoglykosidit
00542,A16AB04,agalsidase beta,Agalsidaasibeeta,A1JB,Entsyymit
00543,B03BA01,cyanocobalamin,Syanokobalamiini,B1CB,B-vitamiini ja foolihappo
00544,J2BBJ,N/A,Keltakuume,J2BB,Virusrokotteet
00545,A10AD04,insulin lispro,Lisproinsuliini,A2AC,Insuliinisekoitteet
00546,J01DF01,aztreonam,Atstreonaami,J1ACE,Monobaktaamit
00547,N05BA06,lorazepam,Loratsepaami,N2EB,Bentsodiatsepiinit
00548,D01AC07,tioconazole,Tiokonatsoli,D1BA,Paikalliset sienilääkkeet
00549,R03BA05,fluticasone,Flutikasoni,R1AE,Glukokortikoidit (ICS)
00550,H1A,N/A,Aivolisäkkeen ja hypotalamuksen hormonit,H1,Hormonit (paitsi insuliinit) ja ehkäisy
00551,C1FA,N/A,Pääasiassa verisuonistoon vaikuttavat kalsiumkanavan salpaajat,C1F,Kalsiumkanavan salpaajat
00552,C1BE,N/A,Ryhmä 3 (repolarisaation pidentäjät),C1B,Rytmihäiriölääkkeet
00553,D07XC01,betamethasone,Beetametasoni ja salisyylihappo,D1AEC,Vahvojen kortikosteroidien yhdistelmät
00554,V08CA08,gadobenic acid,Gadobeenihappo,V5C,MRI-kuvausaineet
00555,S01GX05,lodoxamide,Lodoksamidi,S1FB,Allergialääkkeet
00556,C07AG02,carvedilol,Karvediloli,C1DC,Alfa- ja beetareseptoreiden salpaajat
00557,G03AC08,etonogestrel,Etonogestreeli,G2AAC,Progestageenit
00558,N04BC04,ropinirole,Ropiniroli,N2FB,Dopaminergiset lääkkeet
00559,D1AEB,N/A,Keskivahvojen kortikosteroidien yhdistelmät,D1AE,Kortikosteroidien ja antiseptien/antibioottien yhdistelmät
00560,V08CA01,gadopentetic acid,Gadopenteettihappo,V5C,MRI-kuvausaineet
00561,L01BC04,carmofur,Karmofuuri,L1ABC,Pyrimidiinianalogit
00562,V6BC,N/A,Muut terapeuttiset radioaktiiviset lääkevalmisteet,V6B,Terapeuttiset radioaktiiviset lääkevalmisteet
00563,G03FB05,norethisterone and estrogen,Noretisteroni ja estrogeeni,G2AFB,Sekventiaalivalmisteet
00564,J05AB11,valaciclovir,Valasikloviiri,J0AB,Herpes/sytomegalo/Ebstein-Barr -lääkkeet
00565,N02AA03,hydromorphone,Hydromorfoni,N3BB,Vahvat opioidit
00566,C07AB08,celiprolol,Seliprololi,C1BDA,Selektiiviset beetasalpaajat
00567,B01AB04,dalteparin,Daltepariini,B1ABA,Pienimolekyyliset hepariinit (LMWH)
00568,N05AF05,zuclopenthixol,Tsuklopentiksoli,N2AA,Perinteiset psykoosilääkkeet
00569,L04AH02,everolimus,Everolimuusi,L1DA,Selektiiviset immunosuppressantit
00570,R01AX06,mupirocin,Mupirosiini,R1DD,Muut nenään paikallisesti käytettävät aineet
00571,L02AB02,medroxyprogesterone,Medroksiprogesteroni,L1BAA,Estrogeenit ja progestageenit
00572,J06BB16,ATCDDD N/A,500,Check manually,
00573,G1DB,N/A,Erektiohäiriöiden hoitoon tarkoitetut lääkkeet,G1D,Virtsaelinten sairauksien lääkkeet
00574,P02CA01,mebendazole,Mebendatsoli,P1BA,Sukkulamatolääkkeet
00575,D03BA02,collagenase,Kollagenaasi,D1F,"Pehmentävät ja suojaavat valmisteet, haavojen ja palovammojen hoito"
00576,C07BB02,metoprolol and thiazides,Metoprololi ja tiatsidit,C1EA,Beetasalpaaja ja diureetti
00577,M05BA02,clodronic acid,Klodronaatti,M2A,Bisfosfonaatit
00578,J01CF01,dicloxacillin,Dikloksasilliini,J1ABC,Beetalaktamaasiresistentit penisilliinit
00579,G02AB01,methylergometrine,Metyyliergometriini,G1CA,Kohtua supistavat tai relaksoivat lääkeaineet
00580,A12BA01,potassium chloride,Kaliumkloridi,A3BC,Kalium
00581,P1A,N/A,Alkueläimiin vaikuttavat lääkkeet,P1,"Loisten häätö (alkueläimet, madot, syyhy)"
00582,V3A,N/A,Tuberkuliinitesti,V3,Diagnostiset aineet
00583,R01AC08,olopatadine,500,Check manually,
00584,L04AH01,sirolimus,Sirolimuusi,L1DA,Selektiiviset immunosuppressantit
