item,lvl,ID,catSeq,Finnish,English,TDOI
1653,4,A10AD04,20,Lisproinsuliini,insulin lispro,00545
1654,4,A10AD05,30,Aspartinsuliini,insulin aspart,01446
1655,3,A2AD,50,Ylipitkävaikutteiset,,01604
1656,4,A10AE02,10,Naudaninsuliini,insulin (beef),00471
1657,4,A10AE04,20,Glargininsuliini,insulin glargine,00737
1658,4,A10AE05,30,Detemirinsuliini,insulin detemir,00120
1659,4,A10AE06,40,Degludekinsuliini,insulin degludec,09453
1660,4,A10AE07,41,Ikodekinsuliini,insulin icodec,11170
1661,4,A10AE54,50,Glargininsuliini ja liksisenatidi,insulin glargine and lixisenatide,10076
1662,2,A2B,20,Muut diabeteslääkkeet kuin insuliinit,,00593
1663,3,A10BA02,10,Metformiini,metformin,01331
1664,3,A2BA,10,Sulfonyyliureat,,01627
1665,4,A10BB12,10,Glimepiridi,glimepiride,01067
1666,4,A10BB01,11,Glibenklamidi,glibenclamide,01628
1667,3,A2BC,40,Alfaglukosidaasin estäjät,,00924
1668,4,A10BF01,10,Akarboosi,acarbose,01631
1669,3,A2BD,50,Glitatsonit (insuliininherkistäjät),,00540
1670,4,A10BG03,20,Pioglitatsoni,pioglitazone,00848
1671,3,A2BE,60,DPP-4:n estäjät (gliptiinit),,01204
1672,4,A10BH01,10,Sitagliptiini,sitagliptin,00892
1673,4,A10BH02,20,Vildagliptiini,vildagliptin,00189
1674,4,A10BH03,30,Saksagliptiini,saxagliptin,00421
1675,4,A10BH04,40,Alogliptiini,alogliptin,09520
1676,4,A10BH05,50,Linagliptiini,linagliptin,09074
1677,3,A2BG,70,Glinidit,,08892
1678,4,A10BX02,10,Repaglinidi,repaglinide,00216
1679,3,A2BH,78,GLP-1-analogit,,00002
1680,4,A10BJ01,40,Eksenatidi,exenatide,10968
1681,4,A10BJ02,50,Liraglutidi,liraglutide,10969
1682,4,A10BJ03,60,Liksisenatidi,lixisenatide,10970
1683,4,A10BJ05,61,Dulaglutidi,dulaglutide,10971
1684,4,A10BJ06,62,Semaglutidi,semaglutide,10229
1685,3,A2BJ,79,GLP-1- ja GIP-analogit,,11228
1686,4,A10BX16,10,Tirtsepatidi,tirzepatide,10844
1687,3,A2BI,85,Glukoosinkuljettajaproteiini 2:n estäjät,,09443
1688,4,A10BK01,30,Dapagliflotsiini,dapagliflozin,10972
1689,4,A10BK02,31,Kanagliflotsiini,canagliflozin,09761
1690,4,A10BK03,40,Empagliflotsiini,empagliflozin,10973
1691,4,A10BK04,41,Ertugliflotsiini,ertugliflozin,10120
1692,3,A2BB,86,Oraalisten diabeteslääkkeiden yhdistelmävalmisteet,,01073
1693,4,A10BD07,30,Metformiini ja sitagliptiini,metformin and sitagliptin,00750
1694,4,A10BD08,40,Metformiini ja vildagliptiini,metformin and vildagliptin,00429
1695,4,A10BD09,50,Pioglitatsoni ja alogliptiini,pioglitazone and alogliptin,09517
1696,4,A10BD10,60,Metformiini ja saksagliptiini,metformin and saxagliptin,09216
1697,4,A10BD11,70,Metformiini ja linagliptiini,metformin and linagliptin,09215
1698,4,A10BD13,80,Metformiini ja alogliptiini,metformin and alogliptin,09518
1699,4,A10BD15,90,Metformiini ja dapagliflotsiini,metformin and dapagliflozin,09519
1700,4,A10BD19,100,Linagliptiini ja empagliflotsiini,linagliptin and empagliflozin,10037
1701,4,A10BD20,110,Metformiini ja empagliflotsiini,metformin and empagliflozin,09600
1702,4,A10BD21,120,Saksagliptiini ja dapagliflotsiini,saxagliptin and dapagliflozin,09942
1703,4,A10BD23,130,Metformiini ja ertugliflotsiini,metformin and ertugliflozin,10118
1704,4,A10BD24,140,Sitagliptiini ja ertugliflotsiini,sitagliptin and ertugliflozin,10119
1705,1,L1,16,Syöpälääkkeet ja immuunivasteen muuntajat,,00276
1706,2,L1A,10,Syöpälääkkeet,,01519
1707,3,L1AA,10,Alkyloivat aineet,,00831
1708,4,L01AA01,10,Syklofosfamidi,cyclophosphamide,00037
1709,4,L01AA02,20,Klorambusiili,chlorambucil,01635
1710,4,L01AA03,28,Melfalaani,melphalan,00440
1711,4,L01AA05,29,Kloorimetiini,chlormethine,10750
1712,4,L01AA06,40,Ifosfamidi,ifosfamide,01390
1713,4,L01AA07,50,Trofosfamidi,trofosfamide,01146
1714,4,L01AA09,60,Bendamustiini,bendamustine,09052
1715,4,L01AA10,61,Melfalaaniflufenamidi,melphalan flufenamide,11198
1716,4,L01AB01,70,Busulfaani,busulfan,01151
1717,4,L01AB02,80,Treosulfaani,treosulfan,08914
1718,4,L01AC01,90,Tiotepa,thiotepa,09053
1719,4,L01AD01,100,Karmustiini,carmustine,08940
1720,4,L01AD02,110,Lomustiini,lomustine,00348
1721,4,L01AD04,120,Streptotsosiini,streptozocin,09511
1722,4,L01AX03,130,Temotsolomidi,temozolomide,00311
1723,4,L01AX04,140,Dakarbatsiini,dacarbazine,00764
1724,4,L01XB01,150,Prokarbatsiini,procarbazine,03432
1725,3,L1AB,20,Antimetaboliitit,,01492
1726,4,L1ABA,10,Foolihappoanalogit,,00248
1727,5,L01BA04,10,Pemetreksedi,pemetrexed,00692
1728,5,L04AX03,20,Metotreksaatti,methotrexate,01158
1729,4,L1ABB,20,Puriinianalogit,,00923
1730,5,L01BB02,10,Merkaptopuriini,mercaptopurine,01016
1731,5,L01BB03,20,Tioguaniini,tioguanine,01551
1732,5,L01BB04,30,Kladribiini,cladribine,01243
1733,5,L01BB05,40,Fludarabiini,fludarabine,00196
1734,5,L01BB06,50,Klofarabiini,clofarabine,00942
1735,5,L01BB07,60,Nelarabiini,nelarabine,01557
1736,4,L1ABC,30,Pyrimidiinianalogit,,00843
1737,5,L01BC01,10,Sytarabiini,cytarabine,00198
1738,5,L01BC02,20,Fluorourasiili,fluorouracil,01637
1739,5,L01BC04,30,Karmofuuri,carmofur,00561
1740,5,L01BC05,40,Gemsitabiini,gemcitabine,01680
1741,5,L01BC06,50,Kapesitabiini,capecitabine,00996
1742,5,L01BC07,60,Atsasitidiini,azacitidine,01267
1743,5,L01BC08,70,Desitabiini,decitabine,09358
1744,5,L01BC52,80,"Fluorourasiili, yhdistelmävalmisteet","fluorouracil, combinations",09851
1745,5,L01BC53,90,"Tegafuuri, yhdistelmävalmisteet","tegafur, combinations",09153
1746,5,L01BC58,91,"Desitabiini, yhdistelmävalmisteet","decitabine, combinations",11091
1747,5,L01BC59,100,"Trifluridiini, yhdistelmävalmisteet","trifluridine, combinations",09678
1748,3,L1AC,30,Kasvialkaloidit ja muut luonnontuotteet,,00472
1749,4,L01AC01,10,Tiotepa,thiotepa,09053
1750,4,L01CA01,20,Vinblastiini,vinblastine,00893
1751,4,L01CA02,30,Vinkristiini,vincristine,00602
1752,4,L01CA03,40,Vindesiini,vindesine,01503
1753,4,L01CA04,50,Vinorelbiini,vinorelbine,00117
1754,4,L01CA05,60,Vinfluniini,vinflunine,03479
1755,4,L01CB01,70,Etoposidi,etoposide,00824
1756,4,L01CB02,80,Teniposidi,teniposide,09852
1757,4,L01CD01,90,Paklitakseli,paclitaxel,00535
1758,4,L01CD02,100,Dosetakseli,docetaxel,01483
1759,4,L01CD04,110,Kabatsitakseli,cabazitaxel,09054
1760,4,L01CX01,120,Trabektediini,trabectedin,00657
1761,3,L1AD,40,Sytotoksiset antibiootit,,01673
1762,4,L01DA01,10,Daktinomysiini,dactinomycin,00880
1763,4,L01DB01,20,Doksorubisiini,doxorubicin,00920
1764,4,L01DB02,30,Daunorubisiini,daunorubicin,00731
1765,4,L01DB03,40,Epirubisiini,epirubicin,00934
1766,4,L01DB06,50,Idarubisiini,idarubicin,00414
1767,4,L01DB07,60,Mitoksantroni,mitoxantrone,00936
1768,4,L01DB11,70,Piksantroni,pixantrone,09231
1769,4,L01DC01,80,Bleomysiini,bleomycin,00280
1770,4,L01DC03,90,Mitomysiini,mitomycin,01526
1771,3,L1AEA,50,Platinayhdisteet,,00451
1772,4,L01XA01,10,Sisplatiini,cisplatin,01646
1773,4,L01XA02,20,Karboplatiini,carboplatin,01428
1774,4,L01XA03,30,Oksaliplatiini,oxaliplatin,00026
1775,3,L1AEB,60,Monoklonaaliset vasta-aineet,,01283
1776,4,L01FA01,1,Rituksimabi,rituximab,10660
1777,4,L01FA03,1,Obinututsumabi,obinutuzumab,10917
1778,4,L01FB01,2,Inotutsumabi-otsogamisiini,inotuzumab ozogamicin,10918
1779,4,L01FC01,2,Daratumumabi,daratumumab,10990
1780,4,L01FB02,3,Moksetumomabi-pasudotoksi,moxetumomab pasudotox,10919
1781,4,L01FC02,3,Isatuksimabi,isatuximab,10920
1782,4,L01FD01,4,Trastutsumabi,trastuzumab,10921
1783,4,L01FD02,4,Pertutsumabi,pertuzumab,10922
1784,4,L01FD03,4,Trastutsumabi-emtansiini,trastuzumab emtansine,10923
1785,4,L01FD04,5,Trastutsumabi-derukstekaani,trastuzumab deruxtecan,10924
1786,4,L01FE01,5,Setuksimabi,cetuximab,10925
1787,4,L01FE02,6,Panitumumabi,panitumumab,10926
1788,4,L01FE03,6,Nesitumumabi,necitumumab,10927
1789,4,L01FF01,6,Nivolumabi,nivolumab,10928
1790,4,L01FF02,6,Pembrolitsumabi,pembrolizumab,10929
1791,4,L01FF07,6,Dostarlimabi,dostarlimab,10934
1792,4,L01FF10,6,Retifanlimabi,retifanlimab,11166
1793,4,L01FF03,7,Durvalumabi ,durvalumab,10930
1794,4,L01FF04,7,Avelumabi,avelumab,10931
1795,4,L01FF05,7,Atetsolitsumabi,atezolizumab,10932
1796,4,L01FF06,7,Semiplimabi,cemiplimab,10933
1797,4,L01FF09,7,Tislelitsumabi,tislelizumab,11074
1798,4,L01FF11,7,Sugemalimabi,sugemalimab,11195
1799,4,L01FF12,8,Serplulimabi,serplulimab,11223
1800,4,L01FF13,9,Toripalimabi,toripalimab,11192
1801,4,L01FG01,9,Bevasitsumabi,bevacizumab,10935
1802,4,L01FG02,9,Ramusirumabi,ramucirumab,10936
1803,4,L01FX02,40,Gemtutsumabi-otsogamisiini,gemtuzumab ozogamicin,10937
1804,4,L01FX03,80,Katumaksomabi,catumaxomab,10981
1805,4,L01FX04,100,Ipilimumabi,ipilimumab,10982
1806,4,L01FX05,110,Brentuksimabivedotiini,brentuximab vedotin,10984
1807,4,L01FX06,150,Dinutuksimabi beeta,dinutuximab beta,10989
1808,4,L01FX07,180,Blinatumomabi,blinatumomab,10988
1809,4,L01FX08,210,Elotutsumabi,elotuzumab,10991
1810,4,L01FX09,230,Mogamulitosumabi,mogamulizumab,10997
1811,4,L01FX10,250,Olaratumabi,olaratumab,10987
1812,4,L01FX12,308,Tafasitamabi ,tafasitamab,10996
1813,4,L01FX13,309,Enfortumabi-vedotiini,enfortumab vedotin,10747
1814,4,L01FX14,320,Polatutsumabi-vedotiini,polatuzumab vedotin,10994
1815,4,L01FX15,335,Belantamabi-mafodotiini,belantamab mafodotin,10995
1816,4,L01FX17,335,Sasitutsumabigovitekaani,sacituzumab govitecan,10652
1817,4,L01FX18,335,Amivantamabi,amivantamab,10681
1818,4,L01FX20,336,Tremelimumabi ,tremelimumab,10938
1819,4,L01FX22,336,Lonkastuksimabi-tesiriini,loncastuximab tesirine,10939
1820,4,L01FX23,337,Tisotumabi-vedotiini ,tisotumab vedotin,11232
1821,4,L01FX24,337,Teklistamabi,teclistamab,10813
1822,4,L01FX25,338,Mosunetutsumabi,mosunetuzumab,10810
1823,4,L01FX26,339,Mirvetuksimabi-soravtansiini,mirvetuximab soravtansine,11199
1824,4,L01FX27,339,Epkoritamabi,epcoritamab,11075
1825,4,L01FX28,339,Glofitamabi,glofitamab,11051
1826,4,L01FX29,340,Talketamabi,talquetamab,11068
1827,4,L01FX31,341,Tsolbetuksimabi,zolbetuximab,11193
1828,4,L01FX32,341,Elranatamabi,elranatamab,11162
1829,4,L01FX34,342,Odronekstamabi,odronextamab,11196
1830,4,L01FX35,343,Datopotamabi-derukstekaani,datopotamab deruxtecan,11230
1831,4,L01FX37,344,Linvoseltamabi,ATCDDD N/A,11231
1832,4,L01XC04,361,Alemtutsumabi,ATCDDD N/A,01091
1833,4,L01FY01,370,Pertutsumabi ja trastutsumabi,pertuzumab and trastuzumab,10406
1834,4,L01FY02,371,Nivolumabi ja relatlimabi,nivolumab and relatlimab,11030
1835,3,L1AF,70,Proteasomin estäjät,,09934
1836,4,L01XG01,10,Bortetsomibi,bortezomib,10979
1837,4,L01XG02,20,Karfiltsomibi,carfilzomib,10986
1838,4,L01XG03,30,Iksatsomibi,ixazomib,10985
1839,3,L01E,80,Proteiinikinaasin estäjät,,10407
1840,4,L01EA01,6,Imatinibi,imatinib,10408
1841,4,L01EA02,7,Dasatinibi,dasatinib,10411
1842,4,L01EA03,7,Nilotinibi,nilotinib,10413
1843,4,L01EA04,8,Bosutinibi,bosutinib,10422
1844,4,L01EA05,8,Ponatinibi,ponatinib,10420
1845,4,L01EA06,9,Askiminibi ,asciminib,10791
1846,4,L01EB01,9,Gefitinibi,gefitinib,10409
1847,4,L01EB02,9,Erlotinibi,erlotinib,10410
1848,4,L01EB03,9,Afatinibi,afatinib,10418
1849,4,L01EB04,9,Osimertinibi,osimertinib,10426
1850,4,L01EB07,9,Dakomitinibi,dacomitinib,10436
1851,4,L01EB09,10,Latsertinibi ,lazertinib,11220
1852,4,L01EC01,110,Vemurafenibi,vemurafenib,10421
1853,4,L01EC02,120,Dabrafenibi,dabrafenib,10423
1854,4,L01EC03,130,Enkorafenibi,encorafenib,10434
1855,4,L01ED01,140,Kritsotinibi,crizotinib,10417
1856,4,L01ED02,150,Seritinibi,ceritinib,10424
1857,4,L01ED03,160,Alektinibi,alectinib,10425
1858,4,L01ED04,170,Brigatinibi,brigatinib,10432
1859,4,L01ED05,180,Lorlatinibi,lorlatinib,10435
1860,4,L01EE01,190,Trametinibi,trametinib,10429
1861,4,L01EE02,200,Kobimetinibi,cobimetinib,10427
1862,4,L01EE03,210,Binimetinibi,binimetinib,10433
1863,4,L01EE04,220,Selumetinibi,selumetinib,10588
1864,4,L01EG01,230,Temsirolimuusi,temsirolimus,10414
1865,4,L01EG02,240,Everolimuusi,everolimus,10415
1866,4,L01EH01,250,Lapatinibi,lapatinib,10412
1867,4,L01EH02,260,Neratinibi,neratinib,10430
1868,4,L01EH03,270,Tukatinibi,tucatinib,10508
1869,4,L01EJ01,278,Ruksolitinibi,ruxolitinib,10416
1870,4,L01EJ02,279,Fedratinibi,fedratinib,10657
1871,4,L01EJ04,280,Momelotinibi,momelotinib,11142
1872,4,L01EK01,290,Aksitinibi,axitinib,10419
1873,4,L01EK03,300,Tivotsanibi,tivozanib,10428
1874,4,L01EK04,301,Frukintinibi,fruquintinib,11172
1875,4,L01EL01,310,Ibrutinibi,ibrutinib,10431
1876,4,L01EL02,318,Akalabrutinibi,acalabrutinib,10437
1877,4,L01EL03,319,Tsanubrutinibi,zanubrutinib,10654
1878,4,L01EL05,320,Pirtobrutinibi,pirtobrutinib,11086
1879,4,L01EM01,329,Idelalisibi,idelalisib,10904
1880,4,L01EM03,329,Alpelisibi,alpelisib,10905
1881,4,L01EM04,330,Duvelisibi,duvelisib,10544
1882,4,L01EN01,339,Erdafitinibi,erdafitinib,10662
1883,4,L01EN02,339,Pemigatinibi,pemigatinib,10967
1884,4,L01EN04,340,Futibatinibi,futibatinib,11050
1885,4,L01EX01,340,Sunitinibi,sunitinib,10371
1886,4,L01EX02,350,Sorafenibi,sorafenib,10372
1887,4,L01EX03,360,Patsopanibi,pazopanib,10373
1888,4,L01EX04,370,Vandetanibi,vandetanib,10374
1889,4,L01EX05,380,Regorafenibi,regorafenib,10375
1890,4,L01EX07,390,Kabotsantinibi,cabozantinib,10376
1891,4,L01EX08,400,Lenvatinibi,lenvatinib,10377
1892,4,L01EX09,410,Nintedanibi,nintedanib,10378
1893,4,L01EX10,420,Midostauriini,midostaurin,10379
1894,4,L01EX11,430,Kitsartinibi,quizartinib,10364
1895,4,L01EX12,440,Larotrektinibi,larotrectinib,10380
1896,4,L01EX13,450,Gilteritinibi,gilteritinib,10381
1897,4,L01EX14,460,Entrektinibi,entrectinib,10382
1898,4,L01EX15,470,Peksidartinibi,pexidartinib,10365
1899,4,L01EX17,490,Kapmatinibi,capmatinib,10367
1900,4,L01EX19,499,Ripretinibi,ripretinib,10368
1901,4,L01EX18,500,Avapritinibi,avapritinib,10330
1902,4,L01EX21,519,Tepotinibi,tepotinib,10370
1903,4,L01EX22,540,Selperkatinibi,selpercatinib,10519
1904,4,L01EX23,541,Pralsetinibi,pralsetinib,10653
1905,4,L01EX27,542,Kapivasertibi,capivasertib,11176
1906,4,L01EX28,543,Repotrektinibi,repotrectinib,11204
1907,4,L1AX,560,CDK-estäjät,,10299
1908,5,L01EF01,10,Palbosiklibi,palbociclib,10438
1909,5,L01EF02,20,Ribosiklibi,ribociclib,10439
1910,5,L01EF03,30,Abemasiklibi,abemaciclib,10440
1911,3,L1F,85,PARP:n estäjät,,10298
1912,4,L01XK01,10,Olaparibi,olaparib,10910
1913,4,L01XK02,20,Niraparibi,niraparib,10911
1914,4,L01XK03,30,Rukaparibi,rucaparib,10912
1915,4,L01XK04,40,Talatsoparibi,talazoparib,10913
1916,4,L01XK52,41,Niraparibi ja abirateroni ,niraparib and abiraterone,11045
1917,3,L1AG,90,Hedgehog-signaalitien estäjät,,09926
1918,4,L01XJ01,10,Vismodegibi,vismodegib,10914
1919,4,L01XJ02,20,Sonidegibi,sonidegib,10915
1920,4,L01XJ03,30,Glasdegibi,glasdegib,10916
1921,3,L1AEC,100,Fotodynaamisessa/säteilyhoidossa käytettävät herkistäjät,,00180
1922,4,L01XD03,10,Metyyliaminolevulinaatti,methyl aminolevulinate,00833
1923,4,L01XD04,20,Aminolevuliinihappo,aminolevulinic acid,00873
1924,4,L01XD07,30,Padeliporfiini,padeliporfin,10040
1925,3,L1E,105,CAR-T-soluvalmisteet,,10297
1926,4,L01XL03,9,Aksikabtageenisiloleuseeli,axicabtagene ciloleucel,10901
1927,4,L01XL04,9,Tisagenlekleuseeli,tisagenlecleucel,10900
1928,4,L01XL05,9,Siltakabtageeniautoleuseeli ,ciltacabtagene autoleucel,10899
1929,4,L01XL06,10,Breksukabtageeniautoleuseeli,brexucabtagene autoleucel,10805
1930,4,L01XL07,10,Idekabtageenivikleuseeli,idecabtagene vicleucel,10802
1931,4,L01XL08,11,Lisokabtageenimaraleuseeli ,lisocabtagene maraleucel,10808
1932,3,L1AEE,110,Muut syöpälääkkeet,,00269
1933,4,L01CE01,10,Topotekaani,topotecan,10902
1934,4,L01CE02,20,Irinotekaani,irinotecan,10903
1935,4,L01XF01,56,Tretinoiini,tretinoin,10906
1936,4,L01XF03,57,Beksaroteeni,bexarotene,10907
1937,4,L01XH03,60,Panobinostaatti,panobinostat,10908
1938,4,L01XL02,67,Talimogeenilaherparepveekki,talimogene laherparepvec,10909
1939,4,L01XL09,68,Tabelekleuseeli,tabelecleucel,10897
1940,4,L01XM02,69,Ivosidenibi ,ivosidenib,11016
1941,4,L01XX01,70,Amsakriini,amsacrine,09161
1942,4,L01XX02,80,Asparaginaasi,asparaginase,09252
1943,4,L01XX05,90,Hydroksikarbamidi,hydroxycarbamide,00631
1944,4,L01XX08,100,Pentostatiini,pentostatin,09555
1945,4,L01XX11,110,Estramustiini,estramustine,00703
1946,4,L01XX23,120,Mitotaani,mitotane,01211
1947,4,L01XX24,130,Pegaspargaasi,pegaspargase,09253
1948,4,L01XX27,140,Arseenitrioksidi,arsenic trioxide,09364
1949,4,L01XX35,150,Anagrelidi,anagrelide,01529
1950,4,L01XX41,160,Eribuliini,eribulin,09056
1951,4,L01XX44,168,Aflibersepti,aflibercept,09236
1952,4,L01XX52,180,Venetoklaksi,venetoclax,09867
1953,4,L01XX66,190,Selineksori,selinexor,10545
1954,4,L01XX67,198,Tagraksofuspi,tagraxofusp,10500
1955,4,L01XX73,199,Sotorasibi,sotorasib,10679
1956,4,L01XX74,200,Beltsutifaani ,belzutifan,11219
1957,4,L01XX75,200,Tebentafuspi ,tebentafusp,10858
1958,4,L01XX77,201,Adagrasibi,adagrasib,11156
1959,4,L01XX80,202,Imetelstaatti,imetelstat,11218
1960,4,L01XY01,208,Daunorubisiini ja sytarabiini,cytarabine and daunorubicin,10175
1961,4,L03AX03,209,BCG-rokote,BCG vaccine,01130
1962,4,L03AX11,210,Tasonermiini,tasonermin,11000
1963,4,L04AX02,212,Talidomidi,thalidomide,01388
1964,4,L04AX04,213,Lenalidomidi,lenalidomide,00852
1965,4,L04AX06,214,Pomalidomidi,pomalidomide,09341
1966,2,L1B,20,Endokrinologiset lääkkeet,,01084
1967,3,L1BA,10,Hormonit,,01511
1968,4,L1BAA,10,Estrogeenit ja progestageenit,,01591
1969,5,G03DC03,10,Lynestrenoli,lynestrenol,01513
1970,5,L02AA02,10,Polyestradiolifosfaatti,polyestradiol phosphate,01313
1971,5,L02AB01,20,Megestroli,megestrol,01272
1972,5,L02AB02,30,Medroksiprogesteroni,medroxyprogesterone,00571
1973,4,L1BAB,20,Gonadotropiinia vapauttavan hormonin kaltaiset yhdisteet,,00184
1974,5,H01CA02,10,Nafareliini,nafarelin,00916
1975,5,L02AE01,10,Busereliini,buserelin,01641
1976,5,L02AE02,20,Leuproreliini,leuprorelin,00938
1977,5,L02AE03,30,Gosereliini,goserelin,00780
1978,5,L02AE04,40,Triptoreliini,triptorelin,01237
1979,5,L02AE05,50,Histreliini,histrelin,09237
1980,3,L1BB,20,Hormoniantagonistit,,00016
1981,4,L1BBA,10,Antiestrogeenit,,01162
1982,5,L02BA01,10,Tamoksifeeni,tamoxifen,00430
1983,5,L02BA02,20,Toremifeeni,toremifene,00283
1984,5,L02BA03,30,Fulvestrantti,fulvestrant,01115
1985,5,L02BA04,31,Elasestrantti,elacestrant,11084
1986,4,L1BBB,20,Antiandrogeenit,,00927
1987,5,L02BB01,10,Flutamidi,flutamide,01518
1988,5,L02BB03,20,Bikalutamidi,bicalutamide,01424
1989,5,L02BB04,30,Entsalutamidi,enzalutamide,09466
1990,5,L02BB05,40,Apalutamidi,apalutamide,10157
1991,5,L02BB06,50,Darolutamidi,darolutamide,10282
1992,4,L1BBC,21,Muut hormoniantagonistit,,11012
1993,5,L02BX02,10,Degareliksi,degarelix,00403
1994,5,L02BX03,11,Abirateroni,abiraterone,09238
1995,5,L02BX04,12,Relugoliksi,relugolix,11013
1996,3,L1BC,30,Aromataasin estäjät,,00770
1997,4,L02BG03,10,Anastrotsoli,anastrozole,00159
1998,4,L02BG04,20,Letrotsoli,letrozole,00146
1999,4,L02BG06,30,Eksemestaani,exemestane,00528
2000,2,L1C,30,Immunostimulantit,,00805
2001,3,L1CA,10,Kasvutekijät,,01397
2002,4,L03AA02,10,Filgrastiimi,filgrastim,01300
2003,4,L03AA10,20,Lenograstiimi,lenograstim,01487
2004,4,L03AA13,30,Pegfilgrastiimi,pegfilgrastim,00335
2005,4,L03AA14,40,Lipegfilgrastiimi,lipegfilgrastim,09464
2006,4,L03AA18,41,Efbemalenograstiimi alfa,efbemalenograstim alfa,11164
2007,3,L1CAB,20,Verihiutalekasvutekijät,,10599
2008,4,B02BX04,10,Romiplostiimi,romiplostim,00842
2009,4,B02BX05,20,Eltrombopagi,eltrombopag,08960
2010,4,B02BX07,30,Lusutrombopagi,lusutrombopag,10156
2011,4,B02BX08,40,Avatrombopagi,avatrombopag,10200
2012,3,L1CB,30,Interferonit,,00150
2013,4,L03AB01,10,Interferonialfa luonnollinen,interferon alfa natural,03444
2014,4,L03AB03,20,Interferonigamma,interferon gamma,01106
2015,4,L03AB04,30,Interferonialfa-2a,interferon alfa-2a,00956
2016,4,L03AB05,40,Interferonialfa-2b,interferon alfa-2b,00315
2017,4,L03AB07,50,Interferonibeeta-1a,interferon beta-1a,00638
2018,4,L03AB08,60,Interferonibeeta-1b,interferon beta-1b,01316
2019,4,L03AB10,70,Peginterferonialfa-2b,peginterferon alfa-2b,01116
2020,4,L03AB11,80,Peginterferonialfa-2a,peginterferon alfa-2a,00970
2021,4,L03AB13,90,Peginterferonibeeta-1a,peginterferon beta-1a,09546
2022,4,L03AB15,100,Ropeginterferoni alfa-2b,ropeginterferon alfa-2b,10158
2023,3,L1CC,40,Interleukiinit,,00460
2024,4,L03AC01,10,Aldesleukiini,aldesleukin,01131
2025,3,L1CD,50,Muut immunostimulantit,,00771
2026,4,L03AX03,20,BCG-rokote,BCG vaccine,01130
2027,4,L03AX13,30,Glatirameeriasetaatti,glatiramer acetate,00841
2028,4,L03AX14,40,Histamiinidihydrokloridi,histamine dihydrochloride,09162
2029,4,L03AX15,50,Mifamurtidi,mifamurtide,09239
2030,4,L03AX16,60,Pleriksafori,plerixafor,00169
2031,2,L1D,40,Immunosuppressantit,,01366
2032,3,L1DA,10,Selektiiviset immunosuppressantit,,00775
2033,4,L04AA03,10,Antilymfosyytti-immunoglobuliini,antilymphocyte immunoglobulin (horse),09512
2034,4,L04AA04,20,Antitymosyytti-immunoglobuliini,antithymocyte immunoglobulin (rabbit),00175
2035,4,L04AA06,30,Mykofenolihappo,mycophenolic acid,01336
2036,4,L04AA24,80,Abatasepti,abatacept,01109
2037,4,L04AA28,120,Belatasepti,belatacept,09150
2038,4,L04AA32,140,Apremilasti,apremilast,09544
2039,4,L04AA40,181,Kladribiini,cladribine,10575
2040,4,L04AA41,190,Imlifidaasi,imlifidase,10302
2041,4,L04AA58,230,Efgartigimodi alfa,efgartigimod alfa,10790
2042,4,L04AH01,231,Sirolimuusi,sirolimus,00584
2043,4,L04AH02,232,Everolimuusi,everolimus,00569
2044,4,L04AK01,234,Leflunomidi,leflunomide,01057
2045,4,L04AK02,235,Teriflunomidi,teriflunomide,09359
2046,4,L01FA01,236,Rituksimabi,rituximab,10660
2047,3,L1DB,20,TNF-alfan estäjät,,
2048,4,L04AB01,10,Etanersepti,etanercept,10980
2049,4,L04AB02,20,Infliksimabi,infliximab,01098
2050,4,L04AB04,30,Adalimumabi,adalimumab,00982
2051,4,L04AB05,40,Sertolitsumabipegoli,certolizumab pegol,01196
2052,4,L04AB06,50,Golimumabi,golimumab,00352
2053,3,L1DC,30,Interleukiinien estäjät,,01174
2054,4,L04AC01,10,Daklitsumabi,daclizumab,09724
2055,4,L04AC02,20,Basiliksimabi,basiliximab,00630
2056,4,L04AC03,30,Anakinra,anakinra,01395
2057,4,L04AC04,40,Rilonasepti,rilonacept,09687
2058,4,L04AC05,50,Ustekinumabi,ustekinumab,00085
2059,4,L04AC07,60,Tosilitsumabi,tocilizumab,00655
2060,4,L04AC08,70,Kanakinumabi,canakinumab,09029
2061,4,L04AC10,80,Sekukinumabi,secukinumab,09543
2062,4,L04AC11,90,Siltuksimabi,siltuximab,09513
2063,4,L04AC12,100,Brodalumabi,brodalumab,09930
2064,4,L04AC13,110,Iksekitsumabi,ixekizumab,09689
2065,4,L04AC14,111,Sarilumabi,sarilumab,09932
2066,4,L04AC16,120,Guselkumabi,guselkumab,10035
2067,4,L04AC17,130,Tildrakitsumabi,tildrakizumab,10128
2068,4,L04AC18,140,Risankitsumabi,risankizumab,10199
2069,4,L04AC19,150,Satralitsumabi,satralizumab,10561
2070,4,L04AC21,160,Bimekitsumabi,bimekizumab,10585
2071,4,L04AC22,161,Spesolimabi,spesolimab,10940
2072,4,L04AC24,162,Mirikitsumabi,mirikizumab,11031
2073,4,D11AH05,163,Dupilumabi,dupilumab,10038
2074,4,D11AH10,164,Lebrikitsumabi ,lebrikizumab,11085
2075,4,D11AH12,165,Nemolitsumabi,nemolizumab,11215
2076,4,R03DX09,166,Mepolitsumabi,mepolizumab,10941
2077,3,L1DD,40,Kalsineuriinin estäjät,,01431
2078,4,L04AD01,10,Siklosporiini,ciclosporin,01185
