seq,lvl,koodi,nimi
2311,3,D1F,"Pehmentävät ja suojaavat valmisteet, haavojen ja palovammojen hoito"
2312,4,D01AE12,"Salisyylihappo"
2313,4,D02AE01,"Karbamidi"
2314,4,D02AE51,"Karbamidi, yhdistelmävalmisteet"
2315,4,D03AX03,"Dekspantenoli"
2316,4,D03AX13,"Betulae cortex"
2317,4,D03AX16,"Beremageenigeperpaveekki"
2318,4,D03BA02,"Kollagenaasi"
2319,4,D03BA03,"Bromelaiinit"
2320,4,D03BA52,"Kollagenaasi, yhdistelmävalmisteet"
2321,4,D1FA,"Muut pehmentävät ja suojaavat aineet"
2322,5,NA,"OVIDERM 250 mg/g emulsiovoide"
2323,3,D1G,"Antiseptit ja desinfektioaineet"
2324,4,D08AC02,"Klooriheksidiini ja sen yhdistelmävalmisteet"
2325,4,D08AE03,"Fenoli"
2326,4,D08AE04,"Triklosaani"
2327,4,D08AG02,"Jodi"
2328,4,D08AJ01,"Bentsalkoni"
2329,4,D08AJ57,"Oktenidiini"
2330,4,D08AK04,"Merkurokromi"
2331,4,D08AL01,"Hopeanitraatti"
2332,4,D08AX01,"Vetyperoksidi"
2333,4,D08AX06,"Kaliumpermanganaatti"
2334,3,D1K,"Iholle käytettävät paikallispuudutteet"
2335,4,D04AB01,"Lidokaiini"
2336,4,D04AB06,"Tetrakaiini"
2337,4,N01BB20,"Yhdistelmävalmisteet"
2338,3,D1J,"Lääkesiteet"
2339,4,D09AA02,"Fusidiinihappo"
2340,4,D09AB01,"Sinkkiside ilman muita lääkeaineita"
2341,3,D1HB,"Lääkeshampoot (hilse; kaljuuntuminen)"
2342,4,D11AC03,"Seleeniyhdisteet"
2343,4,D11AX01,"Minoksidiili"
2344,2,S1,"Silmätautien lääkkeet"
2345,3,S1A,"Mikrobilääkkeet"
2346,4,S01AA01,"Kloramfenikoli"
2347,4,S01AA02,"Klooritetrasykliini"
2348,4,S01AA10,"Natamysiini"
2349,4,S01AA12,"Tobramysiini"
2350,4,S01AA13,"Fusidiinihappo"
2351,4,S01AA26,"Atsitromysiini"
2352,4,S01AA27,"Kefuroksiimi"
2353,4,S01AA30,"Mikrobilääkkeiden yhdistelmävalmisteet"
2354,4,S1AA,"Fluorokinolonit"
2355,5,S01AE01,"Ofloksasiini"
2356,5,S01AE02,"Norfloksasiini"
2357,5,S01AE05,"Levofloksasiini"
2358,5,S01AE07,"Moksifloksasiini"
2359,4,S01AX08,"Heksamidiini"
2360,4,S01AX15,"Propamidiini"
2361,4,S01AX18,"Povidonijodi"
2362,4,S01AX24,"Poliheksanidi"
2363,3,S1B,"Viruslääkkeet"
2364,4,S01AD03,"Asikloviiri"
2365,4,S01AD09,"Gansikloviiri"
2366,3,S1C,"Anti-inflammatoriset lääkkeet"
2367,4,S1CA,"Kortikosteroidit"
2368,5,S01BA01,"Deksametasoni"
2369,5,S01BA14,"Loteprednoli"
2370,5,S01BA02,"Hydrokortisoni"
2371,5,S01BA04,"Prednisoloni"
2372,5,S01BA05,"Triamsinoloni"
2373,5,S01BA07,"Fluorometoloni"
2374,5,S01BA15,"Fluosinoloniasetonidi"
2375,4,S1CB,"Tulehduskipulääkkeet"
2376,5,S01BC03,"Diklofenaakki"
2377,5,S01BC05,"Ketorolaakki"
2378,5,S01BC10,"Nepafenaakki"
2379,5,S01BC11,"Bromfenaakki"
2380,4,S1CC,"Kortikosteroidin ja mikrobilääkkeen yhdistelmät"
2381,5,S01CA01,"Deksametasoni ja mikrobilääkkeet"
2382,5,S01CA03,"Hydrokortisoni ja mikrobilääkkeet"
2383,5,S03CA04,"Hydrokortisoni ja mikrobilääkkeet, silmät ja korvat"
2384,3,S1D,"Glaukoomalääkkeet"
2385,4,S1DA,"Sympatomimeetit"
2386,5,S01EA03,"Apraklonidiini"
2387,5,S01EA05,"Brimonidiini"
2388,4,S1DB,"Parasympatomimeetit"
2389,5,S01EB01,"Pilokarpiini"
2390,5,S01EB02,"Karbakoli"
2391,5,S01EB09,"Asetyylikoliini"
2392,4,S1DC,"Hiilihappoanhydraasin estäjät"
2393,5,S01EC01,"Asetatsolamidi"
2394,5,S01EC03,"Dortsolamidi"
2395,5,S01EC04,"Brintsolamidi"
2396,5,S01EC54,"Brintsolamidi, yhdistelmävalmisteet"
2397,4,S1DD,"Beetasalpaajat, myös yhdistelmät"
2398,5,S01ED01,"Timololi"
2399,5,S01ED02,"Betaksololi"
2400,5,S01ED51,"Timololi, yhdistelmävalmisteet"
2401,4,S1DE,"Prostaglandiinianalogit"
2402,5,S01EE01,"Latanoprosti"
2403,5,S01EE03,"Bimatoprosti"
2404,5,S01EE04,"Travoprosti"
2405,5,S01EE05,"Tafluprosti"
2406,5,S01EE51,"Latanoprosti ja netarsudiili"
2407,4,S1DF,"Muut glaukoomalääkkeet"
2408,5,S01EX05,"Netarsudiili"
2409,3,S1E,"Mydriaasin ja sykloplegian aiheuttavat lääkkeet"
2410,4,S1EA,"Antikolinergit"
2411,5,S01FA01,"Atropiini"
2412,5,S01FA02,"Skopolamiini"
2413,5,S01FA04,"Syklopentolaatti"
2414,5,S01FA06,"Tropikamidi"
2415,4,S1EB,"Sympatomimeetit"
2416,5,S01FB01,"Fenyyliefriini"
2417,4,S1EC,"Antikolinergi ja sympatomimeetti"
2418,5,S01FA56,"Tropikamidi, yhdistelmävalmisteet"
2419,3,S1F,"Silmien punoitusta ja allergiaoireita vähentävät lääkkeet"
2420,4,S1FA,"Sympatomimeetit"
2421,5,S01GA01,"Nafatsoliini"
2422,5,S01GA02,"Tetrytsoliini"
2423,4,S1FB,"Allergialääkkeet"
2424,5,S01GX01,"Dinatriumkromoglikaatti"
2425,5,S01GX02,"Levokabastiini"
2426,5,S01GX05,"Lodoksamidi"
2427,5,S01GX06,"Emedastiini"
2428,5,S01GX07,"Atselastiini"
2429,5,S01GX08,"Ketotifeeni"
2430,5,S01GX09,"Olopatadiini"
2431,3,S1G,"Paikallispuudutteet"
2432,4,S01HA02,"Oksibuprokaiini"
2433,4,S01HA03,"Tetrakaiini"
2434,4,S01HA04,"Proksimetakaiini"
2435,3,S1H,"Diagnostiset aineet"
2436,4,S01JA01,"Fluoreseiini"
2437,4,S01JA51,"Fluoreseiini, yhdistelmävalmisteet"
2438,3,S1K,"Uudelleensuonittumisen estoon käytettävät lääkkeet"
2439,4,S01LA01,"Verteporfiini"
2440,4,S01LA03,"Pegaptanibi"
2441,4,S01LA04,"Ranibitsumabi"
2442,4,S01LA05,"Aflibersepti"
2443,4,S01LA06,"Brolusitsumabi"
2444,4,S01LA09,"Farisimabi"
2445,3,S1L,"Silmien kostutus, keratiitin hoito"
2446,4,S01XA02,"Retinoli"
2447,4,S01XA08,"Asetyylikysteiini"
2448,4,S01XA18,"Siklosporiini"
2449,4,S01XA25,"Lifitegrasti"
2450,4,S1LB,"Keinokyyneleet ja muut luokittelemattomat valmisteet"
2451,5,NA,"ARTELAC 3,2 mg/ml silmätipat, liuos"
2452,5,NA,"ARTELAC 3,2 mg/ml silmätipat, liuos, kerta-annospakkaus"
2453,5,NA,"CELLUVISC 1 % silmätipat, liuos, kerta-annospakkaus"
2454,5,NA,"HYPROSAN 3,2 mg/ml silmätipat, liuos"
2455,5,NA,"LACRISERT 5 mg silmälamelli"
2456,5,NA,"MURO-128 5 % silmävoide"
2457,5,NA,"NaCl 5% DISPERSA 5 % silmätipat"
2458,5,NA,"NATRIUMKLORID APL 5 % silmätipat, liuos"
2459,5,NA,"NATRIUMKLORID I EMULGON APL 5 % silmävoide"
2460,5,NA,"OCULAC 50 mg/ml silmätipat, liuos"
2461,5,NA,"OCULAC 50 mg/ml silmätipat, liuos, kerta-annospakkaus"
2462,5,NA,"OFTAGEL 2,5 mg/g silmägeeli"
2463,5,NA,"OFTAGEL 2,5 mg/g silmägeeli, kerta-annospakkaus"
2464,5,NA,"VISCOTEARS 2 mg/g silmägeeli"
2465,5,NA,"VISCOTEARS 2 mg/g silmägeeli, kerta-annospakkaus"
2466,3,S1M,"Muut silmätautien lääkkeet"
2467,4,N06BX13,"Idebenoni"
2468,4,S01XA21,"Merkaptamiini"
2469,4,S01XA22,"Okriplasmiini"
2470,4,S01XA24,"Senegermiini"
2471,4,S01XA27,"Voretigeenineparvoveekki"
2472,2,S2,"Korvatautien lääkkeet"
2473,3,S2D,"Kortikosteroidin ja mikrobilääkkeen yhdistelmät"
2474,4,S02CA03,"Hydrokortisoni ja mikrobilääkkeet"
2475,4,S03CA04,"Hydrokortisoni ja mikrobilääkkeet, silmät ja korvat"
2476,3,S02CA02,"Flumetasoni ja mikrobilääkkeet"
2477,3,S02BA08,"Fluosinoloniasetonidi"
2478,3,S02CA05,"Fluosinoloniasetonidi ja mikrobilääkkeet"
2479,3,S02AA15,"Siprofloksasiini"
2480,3,S2C,"Puudutteet"
2481,4,S02DA02,"Kokaiini"
2482,4,S02DA04,"Sinkokaiini"
2483,4,S02DA30,"Yhdistelmävalmisteet"
2484,3,S2A,"Boorihappo"
2485,4,NA,"Boorisprii 2 % korvahuuhde"
2486,4,NA,"Boorisprii 3 % korvahuuhde"
2487,4,NA,"OTIBORIN FORTE 30/400 mg/ml korvatipat, liuos"
2488,4,NA,"OTIBORIN 30/200 mg/ml korvatipat, liuos"
2489,2,B2,"Veren korvikkeet ja perfuusioliuokset"
2490,3,B05ZB,"Hemodialyysiliuokset ja hemofiltraatit"
2491,4,NA,"BIPHOZYL hemodialyysi- / hemofiltraationeste"
2492,4,NA,"CIFOBAN 136 mmol/l infuusioneste, liuos"
2493,4,NA,"HEMOSOL B0 hemodialyysi- / hemofiltraationeste"
2494,4,NA,"MULTIBIC KALIUM 2 mmol/l hemodialyysi- / hemofiltraationeste"
2495,4,NA,"MULTIBIC KALIUM 4 mmol/l hemodialyysi- / hemofiltraationeste"
2496,4,NA,"PHOXILIUM 1,2 mmol/l fosfaatti hemodialyysi- / hemofiltraationeste"
2497,4,NA,"REGIOCIT hemofiltraationeste"
2498,3,B2C,"Peritoneaalidialyysiliuokset"
2499,4,B05DA,"Isotoniset liuokset"
2500,5,NA,"EXTRANEAL 7,5 % peritoneaalidialyysineste"
2501,4,B05DB,"Hypertoniset liuokset"
2502,5,NA,"BALANCE 1,5 % GLUKOOSI 1,25 MMOL/L KALSIUM peritoneaalidialyysineste"
2503,5,NA,"BALANCE 1,5 % GLUKOOSI 1,75 MMOL/L KALSIUM peritoneaalidialyysineste"
2504,5,NA,"BALANCE 2,3 % GLUKOOSI 1,25 MMOL/L KALSIUM peritoneaalidialyysineste"
2505,5,NA,"BALANCE 2,3 % GLUKOOSI 1,75 MMOL/L KALSIUM peritoneaalidialyysineste"
2506,5,NA,"BALANCE 4,25 % GLUKOOSI 1,25 MMOL/L KALSIUM peritoneaalidialyysineste"
2507,5,NA,"BALANCE 4,25 % GLUKOOSI 1,75 MMOL/L KALSIUM peritoneaalidialyysineste"
2508,5,NA,"BICAVERA 1,5 % GLUKOOSI, 1,25 MMOL/L KALSIUM peritoneaalidialyysineste"
2509,5,NA,"BICAVERA 1,5 % GLUKOOSI, 1,75 MMOL/L KALSIUM peritoneaalidialyysineste"
2510,5,NA,"BICAVERA 2,3 % GLUKOOSI, 1,25 MMOL/L KALSIUM peritoneaalidialyysineste"
2511,5,NA,"BICAVERA 2,3 % GLUKOOSI, 1,75 MMOL/L KALSIUM peritoneaalidialyysineste"
2512,5,NA,"BICAVERA 4,25 % GLUKOOSI, 1,25 MMOL/L KALSIUM peritoneaalidialyysineste"
2513,5,NA,"PHYSIONEAL 40 GLUCOSE CLEAR-FLEX 13,6 mg/ml peritoneaalidialyysineste"
2514,5,NA,"PHYSIONEAL 40 GLUCOSE CLEAR-FLEX 22,7 mg/ml peritoneaalidialyysineste"
2515,5,NA,"PHYSIONEAL 40 GLUCOSE CLEAR-FLEX 38,6 mg/ml peritoneaalidialyysineste"
2516,5,NA,"PHYSIONEAL 40 GLUCOSE 13,6 mg/ml peritoneaalidialyysineste"
2517,5,NA,"PHYSIONEAL 40 GLUCOSE 22,7 mg/ml peritoneaalidialyysineste"
2518,5,NA,"PHYSIONEAL 40 GLUCOSE 38,6 mg/ml peritoneaalidialyysineste"
2519,3,B2A,"Veren korvikkeet, infuusionesteet"
2520,4,B05AA01,"Albumiini"
2521,4,B05AA02,"Muut plasman proteiinifraktiot"
2522,4,B05AA05,"Dekstraani"
2523,4,B05AA06,"Gelatiini-polymeerit"
2524,3,B2B,"Parenteraaliset ravintovalmisteet"
2525,4,B05BA01,"Aminohapot"
2526,4,B05BA02,"Rasvaemulsiot"
2527,4,B05BA03,"Hiilihydraatit"
2528,4,B05BA10,"Yhdistelmävalmisteet"
2529,4,B2BE,"Elektrolyyttiliuokset"
2530,5,B05BB01,"Elektrolyytit"
2531,5,B05BB02,"Elektrolyytit ja hiilihydraatit"
2532,4,B2BF,"Osmoottiset diureetit"
2533,5,B05BC01,"Mannitoli"
2534,3,B2D,"Infuusiokonsentraatit"
2535,4,B05XC,"Vitamiinit"
2536,5,NA,"CERNEVIT injektio/infuusiokuiva-aine, liuosta varten"
2537,5,NA,"SOLUVIT infuusiokuiva-aine, liuosta varten"
2538,5,NA,"VIANT infuusiokuiva-aine, liuosta varten"
2539,5,NA,"VITALIPID ADULT infuusiokonsentraatti, emulsiota varten"
2540,5,NA,"VITALIPID INFANT infuusiokonsentraatti, emulsiota varten"
2541,4,B05XX02,"Trometamoli"
2542,4,B2DA,"Elektrolyyttiliuokset ja aminohapot"
2543,5,B05XA01,"Kaliumkloridi"
2544,5,B05XA03,"Natriumkloridi"
2545,5,B05XA05,"Magnesiumsulfaatti"
2546,5,B05XA06,"Kaliumfosfaatti, sis. yhdistelmävalmisteet muiden kaliumsuolojen kanssa"
2547,5,B05XA07,"Kalsiumkloridi"
2548,5,B05XA09,"Natriumfosfaatti"
2549,5,B05XA11,"Magnesiumkloridi"
2550,5,B05XA14,"Natriumglyserofosfaatti"
2551,5,B05XA16,"Kardioplegialiuokset"
2552,5,B05XA30,"Elektrolyyttiyhdistelmävalmisteet"
2553,5,B05XA31,"Elektrolyyttien ja muiden lääkeaineiden yhdistelmävalmisteet"
2554,5,B05XB01,"Arginiinihydrokloridi"
2555,5,B05XB02,"Alanyyliglutamiini"
2556,2,N1,"Anestesia-aineet ja puudutteet"
2557,3,N1A,"Anestesia-aineet"
2558,4,N1AA,"Yleisanesteetit"
2559,5,N1AAA,"Halogenoidut hiilivedyt"
2560,6,N01AB06,"Isofluraani"
2561,6,N01AB07,"Desfluraani"
2562,6,N01AB08,"Sevofluraani"
2563,5,N1AAB,"Barbituraatit"
2564,6,N01AF01,"Metoheksitaali"
2565,6,N01AF03,"Tiopentaali"
2566,5,N1AAC,"Opioidianesteetit"
2567,6,N01AH01,"Fentanyyli"
2568,6,N01AH02,"Alfentaniili"
2569,6,N01AH03,"Sufentaniili"
2570,6,N01AH06,"Remifentaniili"
2571,5,N1AAD,"Muut yleisanesteetit"
2572,6,N01AX03,"Ketamiini"
2573,6,N01AX07,"Etomidaatti"
2574,6,N01AX10,"Propofoli"
2575,6,N01AX14,"Esketamiini"
2576,6,N05CD08,"Midatsolaami"
2577,6,N05CD14," Remimatsolaami"
2578,6,N05CM18,"Deksmedetomidiini"
2579,3,N1B,"Paikallispuudutteet"
2580,4,D04AB06,"Tetrakaiini"
2581,4,N01BA04,"Klooriprokaiini"
2582,4,N01BA05,"Bentsokaiini"
2583,4,N01BB01,"Bupivakaiini"
2584,4,N01BB02,"Lidokaiini"
2585,4,N01BB03,"Mepivakaiini"
2586,4,N01BB04,"Prilokaiini"
2587,4,N01BB08,"Artikaiini"
2588,4,N01BB09,"Ropivakaiini"
2589,4,N01BB10,"Levobupivakaiini"
2590,4,N01BB20,"Yhdistelmävalmisteet"
2591,4,N01BB51,"Bupivakaiini, yhdistelmävalmisteet"
2592,4,N01BB52,"Lidokaiini, yhdistelmävalmisteet"
2593,4,N01BB54,"Prilokaiini, yhdistelmävalmisteet"
2594,4,N01BB58,"Artikaiini, yhdistelmävalmisteet"
2595,2,M3,"Lihasrelaksantit"
2596,3,M3A,"Perifeeriset lihasrelaksantit"
2597,4,M3AA,"Anestesian yhteydessä käytettävät lihasrelaksantit"
2598,5,M03AB01,"Suksametoni"
2599,5,M03AC01,"Pankuroni"
2600,5,M03AC03,"Vekuroni"
2601,5,M03AC04,"Atrakurium"
2602,5,M03AC09,"Rokuroniumbromidi"
2603,5,M03AC10,"Mivakuriumkloridi"
2604,5,M03AC11,"Sisatrakuuri"
2605,4,M03AX01,"Botuliinitoksiini"
2606,3,M3B,"Keskushermostoon vaikuttavat lihasrelaksantit"
2607,4,M03BA03,"Metokarbamoli"
2608,4,M03BC01,"Orfenadriini"
2609,4,M03BC51,"Orfenadriini, yhdistelmävalmisteet"
2610,4,M03BX01,"Baklofeeni"
2611,4,M03BX02,"Titsanidiini"
2612,3,M03CA01,"Dantroleeni"
2613,2,J2,"Immunoseerumit, immunoglobuliinit, rokotteet"
2614,3,J2A,"Immunoseerumit ja immunoglobuliinit"
2615,4,J06AA01,"Kurkkumätäantitoksiini"
2616,4,J06AA03,"Käärmeenmyrkkyantitoksiini"
2617,4,J06AA04,"Botuliiniantitoksiini"
2618,4,J06BA01,"Immunoglobuliini, sc"
2619,4,J06BA02,"Immunoglobuliini, iv"
2620,4,J06BB01,"Anti-D-immunoglobuliini"
2621,4,J06BB02,"Tetanusimmunoglobuliini"
2622,4,J06BB03,"Varicella zoster-immunoglobuliini"
2623,4,J06BB04,"Hepatiitti-B-immunoglobuliini"
2624,4,J06BB05,"Rabiesimmunoglobuliini"
2625,4,J06BC03,"Betslotoksumabi"
2626,4,J06BC04,"Obiltoksaksimabi"
2627,4,J06BD01,"Palivitsumabi"
2628,4,J06BD08,"Nirsevimabi "
2629,3,J2B,"Rokotteet"
2630,4,J2BA,"Bakteerirokotteet"
2631,5,J2BAA,"Kolera"
2632,6,J07AE01,"Inaktivoitu kolerarokote (koko solu)"
2633,6,J07AE02,"Kolerarokote, elävä heikennetty"
2634,5,J2BAB,"Haemophilus influenzae b"
2635,6,J07AG01,"haemophilus influenzae tyyppi b konjugaattirokote"
2636,5,J2BAC,"Meningokokki"
2637,6,J07AH08,"Meningokokkibakteeri A, C, Y, W-135, tetravalentti puhdistettu polysakkaridi antigeeniin konjugoitu"
2638,6,J07AH09,"Meningokokki B, monikomponenttinen rokote"
2639,6,J07AH11,"Meningokokki A-, C-, W-, Y- ja B-ryhmien rokote"
2640,5,J2BAE,"Pneumokokki"
2641,6,J07AL01,"Pneumokokkipolysakkaridirokote"
2642,6,J07AL02,"Pneumokokkikonjugaattirokote"
2643,6,J07AL52,"Pneumokokki (ja Haemophilus influenzae) -konjugaattirokote"
2644,5,J2BAF,"Jäykkäkouristus"
2645,6,J07AM51,"Tetanus-difteriatoksoidirokote"
2646,5,J2BAG,"Tuberkuloosi/BCG"
2647,6,J07AN01,"Tuberkuloosirokote, elävä heikennetty"
2648,5,J2BAH,"Lavantauti"
2649,6,J07AP01,"Oraalinen lavantautirokote, elävä heikennetty"
2650,6,J07AP03,"Lavantautipolysakkaridirokote"
2651,4,J2BB,"Virusrokotteet"
2652,5,J2BBA,"Enkefaliitti"
2653,6,J07BA01,"Inaktivoitu puutiaisaivotulehdusrokote (koko virus)"
2654,6,J07BA02,"Inaktivoitu Japanin aivotulehdus -rokote (koko virus)"
2655,5,J2BBB,"Influenssa"
2656,6,J07BB01,"Inaktivoitu influenssarokote (koko virus)"
2657,6,J07BB02,"Influenssarokote, puhdistettu antigeeni"
2658,6,J07BB03,"Influenssarokote, elävä heikennetty"
2659,5,J2BBC,"Hepatiitti"
2660,6,J07BC01,"Hepatiitti B, puhdistettu antigeeni"
2661,6,J07BC02,"Inaktivoitu hepatiitti A -rokote (koko virus)"
2662,6,J07BC20,"Hepatiitti A ja B"
2663,5,J2BBD,"Tuhkarokko"
2664,6,J07BD52,"Tuhkarokko-sikotauti-vihurirokkorokote, elävä heikennetty virus"
2665,6,J07BD54,"Tuhkarokko-sikotauti-vihurirokko-vesirokkorokote, elävä heikennetty virus"
2666,5,J2BBE,"Polio"
2667,6,J07BF03,"Inaktivoitu poliorokote, trivalentti (koko virus)"
2668,5,J2BBF,"Vesikauhu"
2669,6,J07BG01,"Vesikauhurokote, inaktivoitu (koko virus)"
2670,5,J2BBG,"Rotavirus"
2671,6,J07BH01,"Rotavirus, elävä heikennetty virus"
2672,6,J07BH02,"Rotavirus, pentavalentti, elävä, yhdistelmävirus"
2673,5,J2BBH,"Vesirokko ja vyöruusu"
2674,6,J07BK01,"Vesirokkorokote, elävä heikennetty virus"
2675,6,J07BK02,"Herpes zoster -rokote, elävä heikennetty virus"
2676,6,J07BK03,"Herpes zoster -rokote, puhdistettu  antigeeni"
2677,5,J2BBJ,"Keltakuume"
2678,6,J07BL01,"Keltakuumerokote, elävä heikennetty virus"
2679,5,J2BCA,"Papillooma"
2680,6,J07BM01,"Ihmisen papilloomavirus (tyyppi 6, 11, 16, 18) -rokote"
2681,6,J07BM02,"Ihmisen papilloomavirus (tyyppi 16, 18) -rokote"
2682,6,J07BM03,"Ihmisen papilloomavirus (tyyppi 6, 11, 16, 18, 31, 33, 45, 52, 58) -rokote"
2683,5,J2BBK,"Ebola"
2684,6,J07BX02,"Ebola Zaire -rokote"
2685,5,J2BBL,"COVID-19"
2686,6,J07BN01,"COVID-19-rokotteet, RNA-pohjaiset"
2687,6,J07BN02,"COVID-19-rokotteet, replikoitumaton virusvektori"
2688,6,J07BN03,"COVID-19-rokotteet, inaktivoitu virus"
2689,6,J07BN04,"COVID-19-rokotteet, proteiinipohjaiset"
2690,5,J2BBM,"Dengue"
2691,6,J07BX04,"Denguerokote, tetravalentti"
2692,5,J2BBN,"RSV (respiratory syncytial virus)"
2693,6,J07BX05,"RSV-rokote"
2694,5,J2BBO,"Chikungunya"
2695,6,J07BX07,"Chikungunyarokote"
2696,4,J2BC,"Rokotteiden yhdistelmävalmisteet"
2697,5,J07AJ52,"Hinkuyskärokote yhdistelmävalmisteena toksoidien kanssa, puhdistettu antigeeni"
2698,5,J07CA02,"Kurkkumätä-, hinkuyskä-, polio-, jäykkäkouristusrokote"
2699,5,J07CA06,"Kurkkumätä-, Haemophilus influenzae tyyppi b -, hinkuyskä-, polio-, jäykkäkouristusrokote"
2700,5,J07CA09,"Kurkkumätä-, Hib -, hinkuyskä-, polio-, jäykkäkouristus-, hepatiitti B -rokote"
2701,5,J07CA10,"Lavantauti - hepatiitti A -rokote"
2702,2,A3,"Vitamiinit ja kivennäisaineet"
2703,3,A3A,"Vitamiinit"
2704,4,A3AD,"A-vitamiinit"
2705,5,A11CA01,"Retinoli (A-vitamiini)"
2706,5,A11CA02,"Beetakaroteeni"
2707,4,A3AB,"B-vitamiinit, myös yhdistelmävalmisteet"
2708,5,A11DA01,"Tiamiini (B1-vitamiini)"
2709,5,A11HA01,"Nikotiiniamidi (B3-vitamiini)"
2710,5,A11HA02,"Pyridoksiini (B6-vitamiini)"
2711,5,A11HA04,"Riboflaviini (B2-vitamiini)"
2712,5,A11HA06,"Pyridoksaalifosfaatti"
2713,5,A3ABA,"B1-, B6 - ja B12-vitamiinien yhdistelmät"
2714,6,NA,"NEUROBION FORTE tabletti, päällystetty"
2715,6,NA,"NEUROBION 100mg/100mg/1mg injektioneste, liuos"
2716,6,NA,"NEUROMAX FORTE tabletti, kalvopäällysteinen"
2717,5,B1CB,"B-vitamiini ja foolihappo"
2718,6,B03BA01,"Syanokobalamiini"
2719,6,B03BA03,"Hydroksokobalamiini"
2720,6,B03BB01,"Foolihappo"
2721,5,A3ABB,"Muut B-vitamiinien yhdistelmävalmisteet"
2722,6,NA,"BEVITRIO 0,5/0,8/3 mg tabletti"
2723,6,NA,"RENAVIT RENACARE tabletti, päällystetty"
2724,6,NA,"RENAVIT RENACARE tabletti, päällystetty"
2725,6,NA,"RENAVIT RENACARE tabletti, päällystetty"
2726,6,NA,"TRIOBE tabletti"
2727,4,A3AC,"C-vitamiinit"
2728,5,A11GA01,"Askorbiinihappo (C-vitamiini)"
2729,4,A3AA,"D-vitamiinit"
2730,5,A11CC01,"Ergokalsiferoli (D2-vitamiini)"
2731,5,A11CC02,"Dihydrotakysteroli"
2732,5,A11CC03,"Alfakalsidoli"
2733,5,A11CC04,"Kalsitrioli"
2734,5,A11CC05,"Kolekalsiferoli (D3-vitamiini)"
2735,4,B1BB,"K-vitamiini (fytomenadioni)"
2736,5,B02BA01,"Fytomenadioni"
2737,4,A3AE,"Monivitamiinivalmisteet"
2738,5,A11BA,"Multivitamindroppar Unimedic"
2739,6,NA,"MULTIVITAMINDROPPAR UNIMEDIC tipat, liuos"
2740,5,A11JC,"Keskostippa"
2741,6,NA,"Ei valmisteita tällä hetkellä"
2742,4,A11HA03,"Tokoferoli (E-vitamiini)"
2743,4,A11HA05,"Biotiini"
2744,4,A11HA08,"Tokofersolaani"
2745,4,A11HA30,"Dekspantenoli"
2746,3,A3B,"Kivennäisaineet"
2747,4,A12CA01,"Natriumkloridi"
2748,4,A3BA,"Kalsium"
2749,5,A12AA02,"Kalsiumglubionaatti"
2750,5,A12AA04,"Kalsiumkarbonaatti"
2751,5,A12AA06,"Kalsiumlaktaattiglukonaatti"
2752,5,V03AE07,"Kalsiumasetaatti"
2753,5,A12AA20,"Kalsium (eri suolojen yhdistelmävalmisteet)"
2754,4,A12AX,"Kalsiumin yhdistelmävalmisteet"
2755,5,NA,"CALCICHEW D3 APPELSIINI 500 mg/5 mikrog purutabletti"
2756,5,NA,"CALCICHEW D3 EXTRA APPELSIINI 500 mg/20 mikrog purutabletti"
2757,5,NA,"CALCICHEW D3 EXTRA SITRUUNA 500 mg/20 mikrog purutabletti"
2758,5,NA,"CALCICHEW D3 FORTE MINTTU 500 mg/10 mikrog purutabletti"
2759,5,NA,"CALCICHEW D3 FORTE SITRUUNA 500 mg/10 mikrog purutabletti"
2760,5,NA,"CALCICHEW D3 OPTI MANSIKKA-MELONI 500 mg/25 mikrog purutabletti"
2761,5,NA,"D-CALSOR 500 mg/10 mikrog (400 IU) tabletti, kalvopäällysteinen"
2762,5,NA,"D-CALSOR 500 mg/20 mikrog (800 IU) tabletti, kalvopäällysteinen"
2763,5,NA,"KALCIPOS-D FORTE 500 mg/20 mikrog purutabletti"
2764,5,NA,"KALCIPOS-D FORTE 500 mg/20 mikrog tabletti, kalvopäällysteinen"
2765,5,NA,"KALCIPOS-D MITE 500 mg/5 mikrog tabletti, kalvopäällysteinen"
2766,5,NA,"KALCIPOS-D 500 mg/10 mikrog purutabletti"
2767,5,NA,"KALCIPOS-D 500 mg/10 mikrog tabletti, kalvopäällysteinen"
2768,5,NA,"RECIKALC-D 500 mg/400 IU tabletti, kalvopäällysteinen"
2769,4,A3BC,"Kalium"
2770,5,A12BA01,"Kaliumkloridi"
2771,5,A12BA02,"Kaliumsitraatti"
2772,5,A12BA30,"Kalium (eri suolojen yhdistelmävalmisteet)"
2773,4,A3BE,"Magnesium"
2774,5,A12CC04,"Magnesiumsitraatti"
2775,4,A3BD,"Muut kivennäisaineet"
2776,5,A12CB01,"Sinkkisulfaatti"
2777,5,A12CE02,"Natriumseleniitti"
2778,3,A3C,"Vitamiinien ja kivennäisaineiden yhdistelmävalmisteet"
2779,4,NA,"Ei valmisteita tällä hetkellä"
2780,2,P1,"Loisten häätö (alkueläimet, madot, syyhy)"
2781,3,P1A,"Alkueläimiin vaikuttavat lääkkeet"
2782,4,P1AA,"Amebiaasilääkkeet"
2783,5,P01AB01,"Metronidatsoli"
2784,5,P01AB02,"Tinidatsoli"
2785,5,P01AB07,"Seknidatsoli"
2786,5,P01AC01,"Diloksanidi"
2787,5,P01AX05,"Mepakriini"
2788,5,P01AX06,"Atovakoni"
